timestamp,run_id,mode,zone_temp_c_SPACE1-1,zone_temp_c_SPACE2-1,zone_temp_c_SPACE3-1,zone_temp_c_SPACE4-1,zone_temp_c_SPACE5-1,zone_occupant_count_SPACE1-1,zone_occupant_count_SPACE2-1,zone_occupant_count_SPACE3-1,zone_occupant_count_SPACE4-1,zone_occupant_count_SPACE5-1,outdoor_temp_c,heating_setpoint_c,cooling_setpoint_c,hvac_electricity_interval_kwh,hvac_electricity_cumulative_kwh,hvac_gas_interval_kwh,hvac_gas_cumulative_kwh
1986-01-14T00:15:00,demo_final_january_week,baseline,17.998762682490415,18.000618867260464,17.99948661582407,18.000735624692727,18.8622545575355,0.0,0.0,0.0,0.0,0.0,-12.600000000000001,18.0,27.0,0.09183615471624539,0.09183615471624539,1.1751945761619793,1.1751945761619793
1986-01-14T00:30:00,demo_final_january_week,baseline,18.00047330562876,18.001196800958827,18.000975377869242,17.99823189702848,18.77406234871733,0.0,0.0,0.0,0.0,0.0,-10.8,18.0,27.0,0.09183615471624539,0.18367230943249077,1.182201054711214,2.357395630873193
1986-01-14T00:45:00,demo_final_january_week,baseline,18.000841649918126,17.9993909958879,18.000045562995805,17.998406042410156,18.68969155756181,0.0,0.0,0.0,0.0,0.0,-9.0,18.0,27.0,0.09183615471624539,0.27550846414873614,1.1698716656900494,3.5272672965632426
1986-01-14T01:00:00,demo_final_january_week,baseline,17.99989304087038,18.000214804993888,18.00049990826305,18.000110654735163,18.614509815186484,0.0,0.0,0.0,0.0,0.0,-7.2,18.0,27.0,0.09183615471624539,0.36734461886498154,1.1501071691404436,4.677374465703686
1986-01-14T01:15:00,demo_final_january_week,baseline,17.999638600783147,18.0001035160497,18.00024343627841,17.999068467047458,18.566839621524277,0.0,0.0,0.0,0.0,0.0,-7.3500000000000005,18.0,27.0,0.09183615471624539,0.45918077358122694,1.1568824499831865,5.834256915686872
1986-01-14T01:30:00,demo_final_january_week,baseline,18.000953668918196,18.00031762886674,17.999913808203438,18.001706203819094,18.538778678061515,0.0,0.0,0.0,0.0,0.0,-7.5,18.0,27.0,0.09183615471624539,0.5510169282974723,1.1642355347332942,6.998492450420166
1986-01-14T01:45:00,demo_final_january_week,baseline,18.000598991399006,17.999321580168406,17.99910541941474,17.99839279976499,18.52182007054391,0.0,0.0,0.0,0.0,0.0,-7.6499999999999995,18.0,27.0,0.09183615471624539,0.6428530830137177,1.1601049308951064,8.158597381315271
1986-01-14T02:00:00,demo_final_january_week,baseline,17.99993203335128,17.999015334917303,17.99894774743763,18.000005409195307,18.51176159888005,0.0,0.0,0.0,0.0,0.0,-7.8,18.0,27.0,0.09183615471624539,0.7346892377299631,1.1626020955271252,9.321199476842397
1986-01-14T02:15:00,demo_final_january_week,baseline,17.99987738584855,17.99962154976238,18.001132835283737,17.99837475844725,18.515586348622485,0.0,0.0,0.0,0.0,0.0,-6.949999999999999,18.0,27.0,0.09183615471624539,0.8265253924462085,1.1037647645400679,10.424964241382465
1986-01-14T02:30:00,demo_final_january_week,baseline,18.000036647955262,18.000829057569412,18.00047254295716,17.999679218526882,18.529338771911974,0.0,0.0,0.0,0.0,0.0,-6.1,18.0,27.0,0.09183615471624539,0.9183615471624539,1.0510388926104672,11.476003133992933
1986-01-14T02:45:00,demo_final_january_week,baseline,17.999280442766175,17.99993917810342,18.00066895687604,17.999378221922342,18.54805977878113,0.0,0.0,0.0,0.0,0.0,-5.25,18.0,27.0,0.09183615471624539,1.0101977018786992,0.9989375353827775,12.47494066937571
1986-01-14T03:00:00,demo_final_january_week,baseline,17.999091125417273,18.001615737647597,17.99892936554623,17.999049385741273,18.56921547901261,0.0,0.0,0.0,0.0,0.0,-4.4,18.0,27.0,0.09183615471624539,1.1020338565949446,0.9474382074397036,13.422378876815415
1986-01-14T03:15:00,demo_final_january_week,baseline,17.998893985064544,17.998665956883894,17.999879856170416,17.99918048408001,18.578410345353902,0.0,0.0,0.0,0.0,0.0,-4.4,18.0,27.0,0.09183615471624539,1.19387001131119,0.9577700377267189,14.380148914542135
1986-01-14T03:30:00,demo_final_january_week,baseline,18.00036457479023,18.0007255202697,18.00032712183894,17.99905531161972,18.579382993081985,0.0,0.0,0.0,0.0,0.0,-4.4,18.0,27.0,0.09183615471624539,1.2857061660274354,0.9609197988756126,15.341068713417748
1986-01-14T03:45:00,demo_final_january_week,baseline,18.000420629590494,18.000118697336926,17.999536365288066,17.9986381015242,18.578210040772728,0.0,0.0,0.0,0.0,0.0,-4.4,18.0,27.0,0.09183615471624539,1.3775423207436808,0.9584546901514881,16.299523403569236
1986-01-14T04:00:00,demo_final_january_week,baseline,18.00109934870736,18.000642817222765,18.000062423350084,17.999860682105115,18.5772400882068,0.0,0.0,0.0,0.0,0.0,-4.4,18.0,27.0,0.09183615471624539,1.4693784754599262,0.9556779630800679,17.255201366649302
1986-01-14T04:15:00,demo_final_january_week,baseline,18.000677706584533,18.000788945279897,18.000097086969483,18.000289143157897,18.59450296144675,0.0,0.0,0.0,0.0,0.0,-4.825,18.0,27.0,0.09183615471624539,1.5612146301761716,0.925518879616829,18.18072024626613
1986-01-14T04:30:00,demo_final_january_week,baseline,17.99898655596276,17.999943426018056,17.999066688800806,17.999543635038478,18.62614718256694,0.0,0.0,0.0,0.0,0.0,-5.25,18.0,27.0,0.09183615471624539,1.653050784892417,0.902126750632431,19.08284699689856
1986-01-14T04:45:00,demo_final_january_week,baseline,17.999351367158837,17.998423632882645,18.00005726873714,18.00049171787187,18.66489872776536,0.0,0.0,0.0,0.0,0.0,-5.674999999999999,18.0,27.0,0.09183615471624539,1.7448869396086624,0.8753134955261528,19.958160492424714
1986-01-14T05:00:00,demo_final_january_week,baseline,17.998917264111896,18.00137716440266,18.000236296042647,18.0002775975762,18.707790515132764,0.0,0.0,0.0,0.0,0.0,-6.1,18.0,27.0,0.09183615471624539,1.8367230943249078,0.8475783920252675,20.80573888444998
1986-01-14T05:15:00,demo_final_january_week,baseline,17.999977183391685,17.99980008622685,17.999251414498247,17.998658232691348,18.716377227679022,0.0,0.0,0.0,0.0,0.0,-6.249999999999999,18.0,27.0,0.09183615471624539,1.9285592490411532,0.8881413755016044,21.693880259951584
1986-01-14T05:30:00,demo_final_january_week,baseline,18.00105244757731,18.000599810647905,17.999083628810283,18.00011770309689,18.698627055629196,0.0,0.0,0.0,0.0,0.0,-6.4,18.0,27.0,0.09183615471624539,2.0203954037573983,0.929621866367186,22.62350212631877
1986-01-14T05:45:00,demo_final_january_week,baseline,18.00054928340269,18.0006433683414,18.00077000021281,18.000335520919513,18.67043886946099,0.0,0.0,0.0,0.0,0.0,-6.550000000000001,18.0,27.0,0.09183615471624539,2.1122315584736437,0.9673461731794202,23.59084829949819
1986-01-14T06:00:00,demo_final_january_week,baseline,18.000257405821216,18.000859583788017,17.99986230243295,17.998270735185088,18.6382739455556,0.0,0.0,0.0,0.0,0.0,-6.7,18.0,27.0,0.09183615471624539,2.204067713189889,1.0057764325381566,24.596624732036346
1986-01-14T06:19:00,demo_final_january_week,baseline,19.714416203006078,19.90397638308127,19.67729214215849,19.910020244825272,19.892398484476,0.0,0.0,0.0,0.0,0.0,-6.425000000000001,21.0,24.0,0.09183615471624539,2.2959038679061345,7.123406629791174,31.72003136182752
1986-01-14T06:34:00,demo_final_january_week,baseline,20.47364439568957,20.6731039203884,20.41357974965809,20.67237847096658,20.47778264327981,0.0,0.0,0.0,0.0,0.0,-6.15,21.0,24.0,0.09183615471624539,2.38774002262238,6.022496089348788,37.74252745117631
1986-01-14T06:53:00,demo_final_january_week,baseline,20.851973203083244,20.99172364431077,20.785139869295516,20.991869463516757,20.78135159915667,0.0,0.0,0.0,0.0,0.0,-5.874999999999999,21.0,24.0,0.09183615471624539,2.4795761773386253,5.968945133906503,43.71147258508281
1986-01-14T07:00:00,demo_final_january_week,baseline,20.99442131913733,20.998868283853646,20.9776020075813,20.999335516670033,20.935450210371826,0.0,0.0,0.0,0.0,0.0,-5.6,21.0,24.0,0.09183615471624539,2.5714123320548707,5.812576492480876,49.52404907756369
1986-01-14T07:15:00,demo_final_january_week,baseline,21.000390818305892,21.00023585150286,20.999249298205438,20.99766401369066,20.997187992616933,0.0,0.0,0.0,0.0,0.0,-5.299999999999999,21.0,24.0,0.09183615471624539,2.663248486771116,5.512356118337218,55.036405195900905
1986-01-14T07:30:00,demo_final_january_week,baseline,21.00062421574048,20.9991611304854,21.002142364548067,21.00312716488188,20.999005239194723,0.0,0.0,0.0,0.0,0.0,-5.0,21.0,24.0,0.09183615471624539,2.7550846414873615,5.474968488218829,60.51137368411973
1986-01-14T07:45:00,demo_final_january_week,baseline,20.997973811695378,21.001991102624586,20.99972085760129,20.99815849812318,20.99995734792761,0.0,0.0,0.0,0.0,0.0,-4.7,21.0,24.0,0.09183615471624539,2.846920796203607,5.345346367210219,65.85672005132994
1986-01-14T08:00:00,demo_final_january_week,baseline,20.99963437809422,20.997798592125257,21.00125221746506,20.999278226476374,21.000746199206112,0.0,0.0,0.0,0.0,0.0,-4.4,21.0,24.0,0.09183615471624539,2.9387569509198523,5.273468333701398,71.13018838503135
1986-01-14T08:23:00,demo_final_january_week,baseline,21.00101341652276,20.998964586037594,21.00041799368171,21.001268196090184,20.99987286841802,11.0,5.0,11.0,5.0,20.0,-4.550000000000001,21.0,24.0,0.09183615471624539,3.0305931056360977,3.0738233130652435,74.2040116980966
1986-01-14T08:38:00,demo_final_january_week,baseline,21.00142150700622,20.999938382536648,21.00082172755612,21.000676710786006,21.152379725239395,11.0,5.0,11.0,5.0,20.0,-4.7,21.0,24.0,0.09183615471624539,3.122429260352343,3.085797866117114,77.28980956421371
1986-01-14T08:45:00,demo_final_january_week,baseline,21.001801105901414,21.001054180024383,21.001421394126425,21.00074644639423,21.286206345296073,11.0,5.0,11.0,5.0,20.0,-4.85,21.0,24.0,0.09183615471624539,3.2142654150685885,2.963138091538708,80.25294765575242
1986-01-14T09:00:00,demo_final_january_week,baseline,21.00257119659448,21.000709804028183,21.001997824474127,21.00063494503966,21.45332968429644,11.0,5.0,11.0,5.0,20.0,-5.0,21.0,24.0,0.09183615471624539,3.306101569784834,2.8492095196132317,83.10215717536565
1986-01-14T09:23:00,demo_final_january_week,baseline,21.00082204740404,20.99995838003618,21.000273788024614,21.00065964090794,22.020967337930426,11.0,5.0,11.0,5.0,20.0,-4.85,21.0,24.0,0.09183615471624539,3.3979377245010793,2.4150508635564143,85.51720803892206
1986-01-14T09:38:00,demo_final_january_week,baseline,21.00148816273605,21.00047303054504,21.00032452680526,21.001022212766653,22.333491349242472,11.0,5.0,11.0,5.0,20.0,-4.7,21.0,24.0,0.09183615471624539,3.4897738792173247,2.273233248296511,87.79044128721857
1986-01-14T09:45:00,demo_final_january_week,baseline,21.001899560291395,21.001232789623984,21.001085869996263,21.00216700088061,22.489779492014854,11.0,5.0,11.0,5.0,20.0,-4.550000000000001,21.0,24.0,0.09183615471624539,3.58161003393357,2.189501665701532,89.9799429529201
1986-01-14T10:00:00,demo_final_january_week,baseline,21.002166916611593,21.00133960017298,21.000198662230694,21.000000424634578,22.589000550800513,11.0,5.0,11.0,5.0,20.0,-4.4,21.0,24.0,0.09183615471624539,3.6734461886498155,2.115282024034597,92.0952249769547
1986-01-14T10:15:00,demo_final_january_week,baseline,21.001420674154332,21.00093264843896,21.000386938201732,21.000617577178197,22.68810579271795,11.0,5.0,11.0,5.0,20.0,-4.4,21.0,24.0,0.09183615471624539,3.765282343366061,2.0417883076631136,94.13701328461781
1986-01-14T10:30:00,demo_final_january_week,baseline,21.000816908974148,21.001778724856095,21.004299516574473,21.00033623591236,22.79652170871716,11.0,5.0,11.0,5.0,20.0,-4.4,21.0,24.0,0.09183615471624539,3.8571184980823063,1.9736204470583796,96.11063373167619
1986-01-14T10:45:00,demo_final_january_week,baseline,21.000469847069024,21.000599825633273,21.051639068532776,21.001207111410135,22.899321724085784,11.0,5.0,11.0,5.0,20.0,-4.4,21.0,24.0,0.09183615471624539,3.9489546527985517,1.925806791666988,98.03644052334317
1986-01-14T11:00:00,demo_final_january_week,baseline,21.00133498537044,21.02792477960019,21.12962972696742,21.000813839462626,22.99099297324445,11.0,5.0,11.0,5.0,20.0,-4.4,21.0,24.0,0.09183615471624539,4.040790807514797,1.8922202432082236,99.9286607665514
1986-01-14T11:15:00,demo_final_january_week,baseline,21.001305210983944,21.00385175628062,21.090928932621928,21.001201402737934,22.957638421530774,8.8,4.0,8.8,4.0,16.0,-4.275,21.0,24.0,0.09183615471624539,4.132626962231042,1.9118897197733673,101.84055048632477
1986-01-14T11:30:00,demo_final_january_week,baseline,21.00171582906857,21.002672599787367,21.05734970080551,21.00185973788975,22.915386050983425,8.8,4.0,8.8,4.0,16.0,-4.15,21.0,24.0,0.09183615471624539,4.224463116947287,1.8989084522527178,103.73945893857749
1986-01-14T11:45:00,demo_final_january_week,baseline,21.000927397478016,21.00123329649827,21.06306045004932,20.99965447230821,22.904553038469594,8.8,4.0,8.8,4.0,16.0,-4.025,21.0,24.0,0.09183615471624539,4.316299271663532,1.872367898637947,105.61182683721543
1986-01-14T12:00:00,demo_final_january_week,baseline,21.001457124721657,21.00209801761692,21.08434127083678,21.00238757813072,22.91117147557657,8.8,4.0,8.8,4.0,16.0,-3.9,21.0,24.0,0.09183615471624539,4.4081354263797765,1.852610857914962,107.4644376951304
1986-01-14T12:15:00,demo_final_january_week,baseline,21.00187811405694,21.003125011466235,21.005430350940063,21.001909272772398,22.742265923827397,4.4,2.0,4.4,2.0,8.0,-3.9,21.0,24.0,0.09183615471624539,4.4999715810960215,1.9933346791836726,109.45777237431408
1986-01-14T12:30:00,demo_final_january_week,baseline,21.002218806852618,21.001427135386454,21.001436746373695,21.002836871085176,22.617510291624857,4.4,2.0,4.4,2.0,8.0,-3.9,21.0,24.0,0.09183615471624539,4.591807735812266,2.030044849479385,111.48781722379346
1986-01-14T12:45:00,demo_final_january_week,baseline,21.01723435779858,21.000167525195426,21.000987623408633,21.00057747294389,22.59269970653838,4.4,2.0,4.4,2.0,8.0,-3.9,21.0,24.0,0.09183615471624539,4.683643890528511,1.9227918728245872,113.41060909661805
1986-01-14T13:08:00,demo_final_january_week,baseline,21.44016386759613,20.999348016040294,21.000212528704203,20.99948126371277,22.637803672325468,4.4,2.0,4.4,2.0,8.0,-3.9,21.0,24.0,0.09183615471624539,4.775480045244756,1.8746412574518456,115.28525035406989
1986-01-14T13:20:00,demo_final_january_week,baseline,22.373835716613875,21.210779491122288,21.18469611010197,21.000028265225332,22.972619457786035,8.8,4.0,8.8,4.0,16.0,-3.75,21.0,24.0,0.09183615471624539,4.867316199961001,1.7879432244983666,117.07319357856825
1986-01-14T13:35:00,demo_final_january_week,baseline,23.107843962177856,21.20208208436349,21.220202055417406,21.00013403190629,23.12807446412369,8.8,4.0,8.8,4.0,16.0,-3.5999999999999996,21.0,24.0,0.09183615471624539,4.959152354677246,1.7511535008931256,118.82434707946138
1986-01-14T13:50:00,demo_final_january_week,baseline,23.639476511147105,21.150131347582715,21.212655770962712,21.00046065991796,23.214526264238504,8.8,4.0,8.8,4.0,16.0,-3.4499999999999997,21.0,24.0,0.09183615471624539,5.050988509393491,1.7313876757580802,120.55573475521946
1986-01-14T14:08:00,demo_final_january_week,baseline,23.991369053337678,21.109269204083724,21.20160039652833,20.99994598462237,23.283263403734853,8.8,4.0,8.8,4.0,16.0,-3.3,21.0,24.0,0.092030726319013,5.143019235712504,1.688352452021565,122.24408720724102
1986-01-14T14:15:00,demo_final_january_week,baseline,23.998226911140698,21.142489522571193,21.247100704128055,20.999810853698953,23.37806564950053,11.0,5.0,11.0,5.0,20.0,-3.175,21.0,24.0,0.09401740636571876,5.237036642078223,1.5159583800136458,123.76004558725467
1986-01-14T14:30:00,demo_final_january_week,baseline,23.99877633815729,21.175337811587433,21.289271811215645,21.016645430456148,23.480099865437918,11.0,5.0,11.0,5.0,20.0,-3.05,21.0,24.0,0.09478175340666155,5.331818395484885,1.5234390151712411,125.2834846024259
1986-01-14T14:45:00,demo_final_january_week,baseline,23.998794194589117,21.176578320188938,21.295881280620836,21.070873521806757,23.55500689782803,11.0,5.0,11.0,5.0,20.0,-2.925,21.0,24.0,0.09529014660743275,5.427108542092318,1.5003974329364103,126.78388203536231
1986-01-14T15:00:00,demo_final_january_week,baseline,23.998821856896395,21.157069352900127,21.280429392408955,21.150290030884253,23.60907640014191,11.0,5.0,11.0,5.0,20.0,-2.8,21.0,24.0,0.09543235844484285,5.522540900537161,1.4911263054054065,128.27500834076773
1986-01-14T15:15:00,demo_final_january_week,baseline,23.998917888777456,21.077031859920247,21.1957387877207,21.184320841884638,23.595821630975166,11.0,5.0,11.0,5.0,20.0,-3.0749999999999997,21.0,24.0,0.09472309421685435,5.617263994754015,1.574866909079251,129.84987524984697
1986-01-14T15:30:00,demo_final_january_week,baseline,23.998984270432054,21.00923477397171,21.114389850611897,21.2229433765253,23.583236418531488,11.0,5.0,11.0,5.0,20.0,-3.3499999999999996,21.0,24.0,0.09416171226878922,5.711425707022804,1.621420323606965,131.47129557345394
1986-01-14T15:45:00,demo_final_january_week,baseline,23.999049590372472,21.00307563665776,21.051646408334207,21.26946269401795,23.587535803436168,11.0,5.0,11.0,5.0,20.0,-3.625,21.0,24.0,0.093451686859522,5.804877393882326,1.6912915370543287,133.16258711050827
1986-01-14T16:00:00,demo_final_january_week,baseline,23.999130599987097,21.001679629715962,21.004271649758454,21.303476962757905,23.596216870254015,11.0,5.0,11.0,5.0,20.0,-3.9,21.0,24.0,0.09262600436184484,5.897503398244171,1.7725680798691772,134.93515519037746
1986-01-14T16:15:00,demo_final_january_week,baseline,23.838011895959465,21.000205027085844,21.001999417671,21.19988148880095,23.49532915521977,11.0,5.0,11.0,5.0,20.0,-4.324999999999999,21.0,24.0,0.09183615471624539,5.989339552960416,1.9280833063083207,136.86323849668577
1986-01-14T16:38:00,demo_final_january_week,baseline,23.396250271820982,21.00004846724972,21.000569573628937,21.04172504544892,23.41225142673897,11.0,5.0,11.0,5.0,20.0,-4.75,21.0,24.0,0.09183615471624539,6.081175707676661,1.9466010989377016,138.80983959562346
1986-01-14T16:53:00,demo_final_january_week,baseline,22.749017947593288,21.00131080073172,21.001867168074376,21.000728492951175,23.38366970145475,11.0,5.0,11.0,5.0,20.0,-5.174999999999999,21.0,24.0,0.09183615471624539,6.173011862392906,2.038957898871073,140.84879749449453
